Review,Polarity
"yes  august is upon us and with it comes the second appearance of the twice-yearly dumping ground for hollywood . like the february doldrums  august brings us films filled with fading stars and awful storylines that weren't deemed good enough to break even after a big summer marketing campaign  nor will they be able to go toe to toe with meatier fare during oscar season . and to open august  enter bless the child  possibly the worst movie i've seen this year . well  after mission to mars . swallow hard before reading this ridiculous plot synopsis  which i can already tell is going to be painful to type . in a nutshell  jesus has returned to earth in the form of a little girl ( holliston coleman )  who is abandoned by her druggie mother ( angela bettis ) as an infant  to be raised by aunt maggie ( kim basinger ) . six years later  satan's minions are out to kill the girl  of course . and this year  satan's head minion is a new agey creep named eric stark ( rufus sewell )  determined to convert the jesus girl to the dark side before easter . . . or else she must die ! ( i guess they picked easter because  you know  they missed the whole millennial paranoia genre window by about a year . ) enter an occult-expert fbi agent ( jimmy smits ) and you've got a kind of cop-thriller-paranormal sixth sense wannabe that makes apocalyptic pap like end of days look like the seventh seal . while young coleman is a gifted actress  the movie has her doing little more than beating her head against the wall  hugging people  or spinning stuff with her magical powers ( backed up by lousy digital effects ) . basinger proves that  yes  l . a . confidential was a total fluke and that she can't act after all . and sewell appears to be channeling dr . evil for his goofy bad guy role . while christina ricci is being used to sell this film to the unsuspecting masses  her part is barely a cameo comprising three minutes of screen time . but bad acting doesn't kill bless the child  it's the bad plot that aborts this production . driven by randomness  coincidence  and just plain stupidity on the part of the characters  the movie wanders from scene to scene with little more purpose than filling 100 minutes before we get to the inevitable showdown at the end . this has been a successful m . o . for action films for a century -- but few have had the gall to try to work in a god vs . devil plot . the film is so over the top that maggie's car  when falling off a bridge  can't just splash into the water -- it has to explode into flames on the way down . the film is so derivative it actually steals lines from other movies ( notably a slight variation on "" the greatest trick the devil pulled was convincing the world he didn't exist "" from the usual suspects ) . and the film is so amazingly obvious that you expect stark's limo to have "" 666 "" on the license plates . altogether  bless the child is almost bad enough to become a cult classic . 
",0
"what would you do if no one could see you ? well  if you're a super smart bio-molecular research scientist working for the military  you'd grope a co-worker and rough-up your neighbor from across the street . that's right . of all the non-criminal possibilities brought about by rendering oneself invisible  in "" hollow man "" kevin bacon's character opts to commit sex crimes . er  it's kevin bacon who plays the super smart military bio-molecular research scientist ? something sounds horribly wrong already . but this is a paul verhoeven film  and the sleazepin director of such open-crotch classics as "" basic instinct "" and the infamous "" showgirls "" never lets a little credibility get in the way of his voyeuristic tendencies which  when you come right down to it  is all this film is about . "" hollow man "" features a string of hapless  c-list actors ( among them bacon  elisabeth shue  josh brolin  and kim dickens ) in a grade-z plot with a lot of special effects that  frankly  don't look much better than those used in the 1933 version of "" the invisible man . "" oh bacon glistens when he gets wet all right and looks like a rather fatty side of cheap flank steak when he's attempting reentry but otherwise it's lots of "" thermal "" shots and inanimate objects ( elisabeth shue included ) bobbing around without any visible signs of support . since invisibility  once achieved  isn't much of an effect ( the actors spend half their time conversing with nobody and the other half of their time talking to each other--it amounts to much of a muchness )  the director elects to wardrobe all of his female protagonists in loosely-buttoned sweaters so that the minute bacon's character gets invisible he can head straight for them . it's as if that fascinating concept--what would you do if no one could see you ? --is simply a verhoeven ploy to show some skin . as a horror film  "" hollow man "" is unsophisticated and disturbing ( in its intent  not its achievements ) and not worth your time or your hard-earned dollars . it's minor verhoeven--and even that's not saying much--and boy is it hollow . 
",0
"rated on a 4-star scale screening venue : home ( screener tape courtesy of fine line features usa ) released in the uk by alliance atlantis on january 28  2000 ; certificate 15 ; 106 minutes ; country of origin usa ; aspect ratio 1 . 85 : 1 directed by matthew warchus ; produced by jean-françois fonlupt  dan lupovitz  timm oberwelland . written by david nicholls  matthew warchus ; based upon the original stage play by sam shepard . photographed by john toll ; edited by pasquale buba . "" simpatico "" doesn't involve us in its story  so much as it blackmails us into it . yes  i kept wondering what was going to happen next  but not because i cared -- i simply wanted to make sense of it all . the film's method is to throw a lot of bewildering information at us  and keep us watching by promising it'll all be sorted out by the end . the main characters are carter ( jeff bridges )  a successful businessman whose acres of property include a sleek country mansion  and vinnie ( nick nolte )  an angry slob whose rotting bungalow lies in the middle of sandy nowhere . as the movie opens  carter is getting ready to sell his family's prized racehorse  but is interrupted from the deal by a phone call from vinnie  who orders him to come cross-country to see him . carter immediately hops on a plane . with the possible exception of hugh grant  millionaires don't often abandon their busy schedules to visit shady bums  so what strange hold does vinnie have on carter ? after a lot of unspecific talk about 'the past ""  we learn that years ago the two men were involved together in gambling and bribery scams  and vinnie has always held onto proof of these illegal actions that could destroy carter's credibility in legitimate circles . since vinnie is more than a little unstable  carter does not want to upset him  and appeases his old friend as much as he can . we get the sense that this arrangement has been going for quite some time -- vinny making threats  carter giving him things to keep him quiet . things may not  however  be so simple this time . vinny is really starting to act like he'll do something with his evidence ; perhaps he'll expose carter  perhaps just re-open old wounds for the man's wife rosie ( sharon stone )  whose part in her husband's extortion rackets left her permanently emotionally scarred . right there is  more or less  the whole story of "" simpatico ""  which unfolds in an odd manner : characters pop up onscreen now and again talking about secretive things the audience don't know anything about . flashbacks appear  to explain tiny pieces of the puzzle . then come moments of quiet reflection . while this deliberately perplexing method of storytelling must have seemed like a hot idea to the filmmakers  because it lets them stretch their meagre plot out to feature length  it leaves the audience at a loss to understand whether or not the actors' performances are any good . we're never let know what the motivations of the characters are  let alone whether these motivations are being played convincingly . nolte and bridges do a lot of grunting and shouting ; stone appears far too late in the film for her passionate anger to redeem the dullness of the script . albert finney  playing a man vinnie and carter ruined  does a lot of weird babbling in a typically terrible american accent ; catherine keener  as a checkout girl who never wanted to be involved with a bunch of crooks  switches between tough cookie and gullible simpleton  often within the same scene . maybe all this made sense in the sam shepard stage play upon which "" simpatico "" is based . it doesn't in the movie . this would have been a fascinating piece of work if the plot had been outlined in the opening twenty minutes  and the rest of the script had focused on the characters . who are these people ? who were they ? how do they feel about each other ? how did the consequences of their swindles specifically affect them ? "" simpatico "" ignores all these potentially interesting avenues  trying to work on the level of its mystery alone -- mystery that isn't mysterious  just confusing . copyright ( c ) 2000 ian waldron-mantganiplease visit  and encourage others to visit  the uk critic's website  which is located at http : //members . aol . com/ukcritic 
",0
"_dirty_work_ has a premise of deliciously mean-spirited potential . mitch weaver ( norm macdonald ) and his lifelong best friend sam mckenna ( artie lange ) are losers in life : they were constantly picked on in school  and now they cannot hold regular jobs . but as the trailer goes  "" there is one thing mitch weaver is good at--revenge . "" so he and sam parlay their unmatched skill in getting-even schemes into a marketable revenge-for-hire business called dirty work inc . this should be the groundwork for a wonderfully wicked black comedy  but for a film called _dirty_work_  what ensues is rather clean of spirit . in fact  what makes mitch and sam start up their business is not a giddy desire to give bullies a taste of their own medicine  but rather a more sappy reason : sam's father ( jack warden ) needs a heart transplant  and in order for him to move at the top of the recipient list  his compulsively betting doctor ( chevy chase ) asks the guys for $50  000 to pay off his bookie . so for all the scheming that goes on  beneath every underhanded plot is--gasp ! --a heart  which undercuts the inherent nastiness of the premise . not that there isn't a lot of nastiness on display--there is  but of a different sort . there are frequent sexual references  most prominently in the form of prostitutes and sam's impotent father's ongoing lust for them . and for a film rated pg-13  director bob saget ( yes  that bob saget  of _full_house_ and _america's_funniest_home_videos_ fame ) and writers frank sebastiano  fred wolf  and macdonald himself  stretch the boundaries of good taste rather far--arguably a bit too much so ( was not one  but two separate instances of sodomy between animals really necessary ? ) . but the issue  of course  is not so much of taste as it is humor--as in  is it funny or not ? the answer is a resounding no . it's not that macdonald isn't a funny guy . he was one of the more consistently funny performers on _saturday_night_live_ before his much-talked-about firing  and his dry brand of smartass wit translates well to the big screen ; it also doesn't hurt that he's a natural  likable screen presence . he is able to give some of his lines a nice acid touch  but  for the most part  the oneliners  as written  are flat  and the broad slapstick gags just don't work ( one running gag has him being literally tossed out of buildings--a real riot ) . still  macdonald's few shining moments are just about the only moments the film has . the late chris farley  as hysterical as he ever was  is amusing in a cameo role  but  as a whole  the supporting players are amateurish and seemingly free from any directorial guidance . saget tries to juice up the proceedings with kitschy cameos by gary coleman  adam sandler  and john goodman  but their minimal novelty value cannot prevent _dirty_work_ from sputtering to the end of its brief 81-minute running time . the film closes on a sad note of desperation  an indulgent reel of outtakes from which only those involved in the production would derive any amusement . come to think of it  i cannot imagine anyone but those involved in the production to find much amusement in the entirety of _dirty_work_ . 
",0
"and here i was  expecting a movie about bullfighting . this cryptic little indie starts out with the story of a frenchman ( olivier martinez ) in mexico  fascinated with bullfighting  indeed . when his cute little girlfriend unleashes a bull on him for some unknown reason  she ends up getting gored . that's bad enough  but her dad turns out to be a major crime boss  and he proceeds to go on a rampage against our poor frenchman . hooking up with mary ( star trek : tng's michelle forbes )  the duo begin a "" fantasy adventure "" that transcends any sense of reality  culminating in the birth of a new messiah who is dubbed "" pumpkin . "" bullfighter is ultimately a blatant ripoff of robert rodriguez's el mariachi  made for obviously no money by indie vet l . m . kit carson and his crew . strangely enough  rodriguez actually has a cameo in this movie  which says to me he's paying off carson for all his support of indie filmmaking . and while el mariachi is a truly great film  bullfighter is anything but . the story is supposed to be farcical ( i think )  but it just comes off as stupid and tiresome . the camerawork is bad  the editing is atrocious ( each scene transition uses a grating jump-back-and-forth-five-times method which makes you want to kill yourself after 10 minutes of it ) . the special effects typically involve a strobe light . this is not a good thing . what is mildly good is forbes ( the only real actor in the picture )  and martinez makes for a curiously understated action hero . if only he didn't mutter all his lines beneath his breath  thus rendering the picture even less comprehensible . 
",0
"ah  the family classic kazaam  starring that ever popular shaquille o'neal  once a big basketball star . space jam was a hit with michael jordan  why not have other players act ? that ever popular movie about shaq being a genie in a bottle made $18 million  and it's time to do a sequel . ( note on above paragraph : anyone reading the above paragraph and thought that i was actually serious should seek medical help immediately by going to www . shrink . com ) how many times does it take those dumb studio executives to figure out that something doesn't work ? if o'neal's movie premiere  kazaam  which made the internet movie database's top 10 worst films of the 90s than why make another movie starring this tall basketball hero ? what is an extremely poor rehash ( it almost gets the same treatment that this summer's other comic book to screen dissapointment spawn got ) of a great old comic book  turns into a violent  cheesy  and inane chase through a city of bad guys . the evil nathaniel burke ( judd nelson ) purposefully shoots fellow officer susan sparks ( gish ) with an overpowered weapon right in front of john henry irons ( o'neal  his name is henry irons and steel  get it ? ) on the testing field . he's some type of psychotic maniac and plans to reek hell on the world by letting everyone feel his pain . when susan becomes confined to a wheelchair  john helps her on her road to recovery . but all is not well  burke has decided to sell the powerful weapons on the black market and hires unknowingly naive young african-americans to sell them for him . but  ( and i hope your sitting down ) my god  he's captured john's baby brother ! this prompts him to turn into a superhuman metal man with a cool suit and plenty of interesting gadgets . an action film easily more forgettable than batman & robin . at least batman had some flashly effects and cool scenes . this film is filled with countless scenes that are so bad  it almost appears as if some of the actors are holding back their laughter . another thing that makes it bad is the fact that we a supposed to actually care for all of these characters when they are placed into danger  even though we know that they cannot possibly die because this is a run-of-the mill action flick . this is another film to see if you enjoy inflicting pain on yourself  and i give it * star . the young-uns : this film contains lots of violence and showcases it as a way of solving problems  it glorifies this is many ways . however  it's not as nearly as violent as many other action films your child's already seen . good age : 11-12 additional note : this film also made the internet movie database's top 10 worst films of the 90s . 
",0
""" nothing more than a high budget masturbation fantasy "" showgirls ( nc-17 ) - contains graphic nudity  profanity  sexual situations and violence . some people  however  keep their clothes on . you do not watch porn films for their intellectual values  nor do you write reviews on them . that's why this review will be short . it seems that this film will end up in the porn section when it hits the video stores . there is no story  script  point or acting . only naked bodies  which is exactly the point . here is the so called plot : nomi  the 23-year-old with a dark past as a hooker  has hitchhiked from somewhere back east to perform in a show where a dancer doesn't wear much more than a light coating of powder and a big  fake smile . no one is twisting nomi's arm . no one is holding her grandmother hostage . she wants to do this . and that is what she is doing till the end credits . so what's the problem then ? what's the point ? what's the film about ? is there anyone whose aspirations could inspire less sympathy ? this film can be described in one sentence : obscene level of incompetence  excessive stupidity in the story line  gross negligence of the viewer's intelligence  a prurient interest in the quick buck . believe me  after an hour with these characters  acting and script  you'll start hoping for someone to kill somebody . elizabeth berkley makes a laughable try as the heroine of this film  that is bad even for eszterhas' script . her character is the only one that is at least half written and she could really have done better . her character denies the fact that she is a whore for the industry  selling her body to the hungry eyes of the horny public . "" i am not a whore ! i am a dancer ""  she screams  but does it in such an over dramatized way that you'll start laughing . in fact the acting in "" showgirls "" brings terrible to a new and previously unknown level . not one single achievement  besides the conventional cinematography  is worth mentioning . it is a total waste of time and money . there is not a single moment of what you might call intelligence . the dialogue is structured of ancient stereotypes and cliches lined up one after another . its attempt to even imagine to have half a brain results in a catastrophe . "" in my films  "" writes director paul verhoeven ( 'basic instinct'  'total recall' )  "" i hold the mirror up to life . "" well  excuse me ? his attempt to go behind the scenes of las vegas  and as he put it "" show the naked truth ""  is simplified and unreal . occasionally  between his collection of mistakes and logical irrationalities  screenwriter joe eszterhas ( the creator of some of the worst screenplays in hollywood history ) inserts some lines of deep morality  that sound something like this : "" hey  i see you . i see that you're hiding "" - "" from what ? "" - "" from you "" . yes  and even the only decent line in this film : "" nomi is what las vegas is all about "" can't save 'showgirls' from going under . it's a strange phenomena . it's not erotic  because it lacks sensuality . not dramatic  because it lacks the acting . and not intelligent because it lacks a story . it is simply verhoven's bad excuse for making pornography . you want to see naked women ? bare breasts ? full frontals ? it's nothing wrong with that . but in that case i suggest that you rent a porn film in your local video store  and not waste time surviving through eszterhas' pathetic dialogue . b qualities  while it's only a high budget porn-film . 
",0
""" my problem was being a young man with money in manhattan  "" says bret easton ellis  citing his inspiration for american psycho . when it comes to vivid fantasies of alienated urban narcissism  his prose strikes a chilling  edgy chord . like skimming the surface of an icy lake  we are left imagining the dark depths below . hey  that really sounds poetic ! i'm gonna have another valium before writing the rest of this review -- maybe someday i'll be as glib as ellis ! just kidding . i've actually enjoyed reading ellis' novels of passive emptiness . less than zero is the perfect book for road trips  especially when you look out the window having thoughts that resemble the shallow characters . "" ah  yes  adolescence truly is a volatile mystery ! "" having said that  ellis prose typically comes off as  well  boring  glib  pseudo-intellectual  snooty  irritating  and shallow when read aloud . try reading passages to your friends . watch them lose interest in you as a human being . don't scoff ! if you were in their shoes  you would  too ! heck  you probably will if you attempt to sit through gerald fox's unintentionally grating documentary  this is not an exit : the fictional world of bret easton ellis . fox tries to pull off the imaginative conceit of crossing interview footage of ellis with dramatizations from his body of work  including less than zero and his recent perils-of-celebrity bestseller  glamorama . it's like a kaleidoscope of short films with additional commentary from the novelist . unfortunately for ellis  he's so smug  creepy  and annoying that he does his novels a disservice by appearing onscreen . potential readers will take one look at this privileged brat and understandably vow never to read him . i haven't even started discussing ellis' whiny friends  hogging for screen time as they take a limo cruise through new york city searching for the perfect restaurant . it's scary that his unimaginative fictional characters bear such a scary resemblance to his actual peers . when one of them compares him to orson welles ( "" cuz you're a big genius  bret ! "" )  i wanted to slap that pompous grin off his mug . okay  maybe i'm jealous that i don't have ellis' problems . beautiful friends  a fat wallet  the inability to see through my own vapidity . maybe i'm being too hard on the guy . gotta calm my nerves before i finish this review . pass the cocaine . a bottom-of-the-barrel budget doesn't help illuminate the scenes lifted from ellis' novels . rough  jarring cuts and washed out cinematography are completely inappropriate for the polished world his characters inhabit . the bland white walls and inept lighting could have been easily better-realized by inexperienced first year film students . the poorly staged ellis stories serve as a reminder of how right mary harron's instincts were on american psycho . by dwelling on impeccable art design  tailored suits  embossed business cards and designer glasses  she found the precise visual counterpart to ellis' hyper-detailed take on consumer culture . bored  introverted characters with zero empathy can be compelling on the page  but it doesn't always translate to the screen . christian bale's mannered performance as psycho's killer patrick bateman was appropriately deadpan . would that declan thurman ( uma's brother ) showed such restraint filling the same role in exit . he blows line readings with a distracting assortment of eyebrow and lip twitches . see  i'm really crazy ! there's nothing hammy about ellis' sparse writing style  so why can't thurman resist maniacal laughter when describing a girl's head on a stick ? by discussing the "" meaning "" of his books  ellis only winds up reducing them to facile morality lessons . he also eats up screen time defending his prose from vicious critics  often protesting far too much for comfort . i don't hate women ! american psycho is a feminist tract ! less than zero was not autobiographical ! it's a sensationalized version of my post-college years . this vain little man seems to care an awful lot about what people think of him . oh  go ahead ! try telling him that and he'll retreat back into a banal shell of doublespeak . as one critic points out  it's almost impossible to discuss ellis' flaws without him embracing them as part of his integrity . of course it's shallow  of course it's nihilistic ! that's the world he created . see how slippery he is ? what was that great bill murray quote from rushmore ? "" money can buy a lot of things  but it can't buy you backbone . take dead aim at the rich kids ! "" i don't think i ever truly appreciated that slice of wisdom until ellis got in my face . hey bret : here's a quarter . go call someone who cares . and pass the amphetamines . fast . you're losing me . 
",0
"a secret society so powerful it can get away with murder . a secret society so exclusive it firebrands everyone who joins with its mark . a secret society so secret . . . it has a big logo up on top of the building ! ? you know something is rotten with the skulls right from the get-go . i mean  what self-respecting prep school-ivy league snob would join an organization with a name as stupid as "" the skulls "" ? well  luke ( joshua jackson ) would be  for one . only he's no preppie . he's a "" townie "" with no money  but even though he's of the lower classes  since he's such a good rower ( yes  "" the skulls  "" i get it )  he's a shoo-in for the secret society . a mysterious invitation arrives  and luke is whisked into a world of power and money  where men in red robes usher in beautiful women for the taking at tuxedoed parties . before you can utter "" fidelio  "" luke has become one of them . luke is soon partnered with a "" soul mate "" ( not making that up )  caleb mandrake ( meet the deedles' paul walker ) with whom he is supposed to keep no secrets . but uh-oh ! when luke's roommate gets jealous and threatens to expose the entire society when he steals caleb's key to the secret chambers ( remember  that big skull on the roof points the way in ) . a cover-up ensues and luke romances "" popular "" star leslie bibb  and then come a grand series of plot twists so asinine you'll want to join in with the laughter and mockery of the audience if only doing so didn't make this movie even worse . its desperate earnestness makes it even more laughable ( with none other than craig t . "" coach "" nelson lording over it all )  and by the time 45 minutes are up  you'll probably be ready to leave . i know i was . unfortunately  teens don't read movie reviews  so this critique will likely be lost on anyone who cares . would that they would put their collective foot down . the last thing we need is another bad movie that simply serves as an excuse to sell a soundtrack . 
",0
"directed by : andrzej bartkowiak written by : eric bernt ( i ) and mitchell kapner cast : jet li  aalyah  delroy lindo  dmx mpaa : rated r for violence  some language and brief nudity . runtime : usa : 115 in our time . in our modern world  where the cool rule  it's hard to imagine that shakespeare is becoming 'the man' . and yet - film after film  after film  is based on his everlasting magic . in warner brothers' latest production  shakespeare is kicking ass to a rap beat  while his magic and intelligence slowly fades away . though the producers of the matrix have vaguely based their picture on william shakespeare's 'romeo and juliet'  its title sequence with a frightening rap song and a black limo making its way through the dark streets of new york  is very hard to associate with shakespeare's poetry . the film takes place during a silent war between the two major mafia families in the city - the afro americans against the chinese . the youngest son of a chinese mafia chieftain is found murdered . the afro-americans are immediately suspected  but a peace treaty is signed between the two godfathers . it is at this point that han ( the romeo of the story ) finds out about his brother's death . escaping from a prison in china  he returns to united states to avenge his brother's fate . but before he can restore justice with his kung fu kicks  he falls in love with a mysterious beauty . the only problem is that she is the daughter of his enemy . . there's only a weak echo of shakespeare's talent in this disappointing production . and there are more problems besides its title . of course we don't call it a deformation of a great masterpiece . we call it 'modernization' . it seems that the producers fear that the audience will not respond to lyrics  without any car chases and gun fights . this lack of respect for the audience i find very disturbing . kenneth brannagh has already proven that shakespeare doesn't need to be updated  because his tales are grounded in the basics of life and human nature . and as long as love  hate  honesty and corruption do exist  everyone will understand and embrace shakespeare . i must admit that i found 'rome must die' very confusing . i can forgive andrzej bartkowiak  since it is his first attempt at directing . he manages to create an incredible atmosphere and directs with a firm precision . unfortunately he completely forgot about character- and story developments . his latest picture is therefore visually impressive  but intellectually hollow . the love story between han ( jet li ) and trish ( aalyah )  and the mafia intrigues are undeveloped and simplified . jet li is one of the most amazing fighters to ever hit the silver screen and aalyah has a magical voice . their achievement save this film from being completely braindead  but they are not actors  and therefore can not act . they are nothing more than two celebrities put together . the other actors  including isaiah washington  russell wong  henry o and dmx all give the standard mediocre performances . delroy lindo is the only one that projects a coherent image of reality . but there's more than acting to worry about . even with li's incredible skills in martial arts  the action scenes ( though technically excellent ) are too long and story updates simply embarrassing . to make a long story short : 'romeo must die' is not intelligent enough to be a thriller  not sensual enough to be a love story and too serious to be a fun action film . it is certain that bartkowiak would be much better off with o this embarrassing and completely unnecessary parallel to 'romeo and juliet'  so the film is completely stuck - not sure of what to be . and in the end it's nothing . there are no performances worthy of notice  no interesting character- or story surprises . so again  the only good thing about it is its technical achievement . this film can boast of great sound  fast paced editing  solid cinematography and some very well coordinated action sequences . the music is another factor that prevents you from leaving the theatre . it is mostly provided by aalyah's enchanting voice and several carefully inserted rap songs by various artists  that create a kind of 'ghetto feel' to it . but when i think back  it's not much i remember from this 'production' . as in almost every summer movie  there are some interesting scenes  but most of the moments that i remember are associated with massive special effects . it is not a film that will get any attention for its artistic qualities  simply because it doesn't have any . for someone who has never read shakespeare  it's another popcorn film . for those of us who has  it's a waste of money  time and brain cells . 
",0
"director : luis llosa writer : alexandra solos ( based on the novel by john shirley ) starring : sylvester stallone  sharon stone  james woods  rod steiger  eric roberts sylvester stallone has made some crap films in his lifetime  but this has got to be one of the worst . a totally dull story that thinks it can use various explosions to make it interesting  "" the specialist "" is about as exciting as an episode of "" dragnet  "" and about as well acted . even some attempts at film noir mood are destroyed by a sappy script  stupid and unlikable characters  and just plain nothingness . who knew a big explosion could be so boring and anti-climactic ? unless you saw "" blown away "" . . . "" the specliast "" of the title is none other than action star sylvester stallone ( in comeback #19  i think )  who plays a quiet  hermit-like bomber who was once a bomb expert with the army or something  but who suffered a change of heart when he and his assistant ( james woods  who shows us exactly what over-the-top is  other than another bad sly film ) accidentally killed some innocent people during a job . his credo is killing bad people  not innocents . and that's why he makes big bombs . so anyway  into his life steps the seductive sharon stone  who is basically the girlfriend/moll of the stupid son ( eric roberts ) of a cuban/miami kingpin ( rod steiger  in an indecipherable accent  which is sometimes cuban  sometimes brando  sometimes scottish  etc ) . turns out sharon is actually using her boyfriend so she can kill him  since he killed her parents when she was young . so she calls sly  leaves messages with him  sends him e-mail  etc  about planting a bomb to kill roberts  which sly listens to obsessively  and while he works out naked . yea . also into his life  though again  comes woods  who has been tipped off by stone to catch sly . using the cops  he tries to set up traps  none which really work  so when sly calls him  he goes ballisitic on his ass over the phone  getting so worked up by saying his must-be-improvised speeches that he seems to pop the vein in his head wide open . these are the most exciting scenes in the film  and woods becomes the only ounce of entertainment in the film . the film tries to offer us a moody film noir  except with explosions  but comes up completely snake-eyes . it's just a pretend film noir  making it a big waste of time . and for action buffs  the action scenes are pretty lame  with some really unrealistic-looking special effects ( a penthouse being blown off of a hotel looks like a piece of cardboard falling into a tub ) . then there's the much-discussed sex scene between sly and stone  which are about as mispaired a couple as rachel and ross on "" friends . "" their sex scene is more nauseating then sexy  because it shows us more of sly than stone . now let's guess who we'd rather see naked  okay ? stone's small but perky breasts  which we've seen more times than harvey keitel's dick  or stallone's veiny ass  which isn't usually shown for a very good reason ? i know i can't really judge it as a flaw of the film  but come on . the worst flaw of the film is this : it's boring . i mean  i was on caffeine when watching it  but my friend fell asleep only to be woken up by james woods ranting . but a good movie does not james woods going nuts make . if you're in for some fun action  rent sly's earlier "" demolition man  "" which sucks too  but in a much more entertaining fashion . skip this dull film  unless you want to see woods  or make fun of steiger's accent  or see stone's breasts again . 
",0
"fact that charles bronson represents one of the most important movie icons of the 1980s represents one of the biggest and almost tragic ironies of that decade . tragedy lies in the fact that the icon status was earned less by quality of his work in movies  but the quantity . most of those movies were produced by cannon group  company led by israeli producers menahem golan and yoram globus . those two men probably thought that they could be the next roger corman  b- movie mentors of future hollywood legends . unfortunately  that didn't happened  and when cannon finally went bankrupt at the end of the decade  behind it stood the huge pile of cinematic garbage  that would require at least few centuries before it reaches the camp appeal . sadly for bronson  that garbage also contained numerous movies in which that capable character actor and action hero of the 1970s tried to raise their worth simply by being the main lead  and lowering his own reputation in process . on the other hand  bronson could take comfort in a fact that those movies were extremely popular  especially among the audience 3 or 4 times younger than bronson himself . one of such movies that seriously marred bronson's reputation is death wish 3  third sequel in the series which began with death wish in 1974 . in the original movie  bronson played paul kersey  mild-mannered new york architect who turns into deadly street vigilante after his family fell victim to urban violence . that movie was far from masterpiece ; yet  in it the director michael winner was skillfully offering the cinematic remedy for very real disease of growing crime rates of the time ( on the same lines like siegel in dirty harry ) . unfortunately  six years later cannon group got rights to the character of paul kersey and began destroying it by pumping out sequels ; even the presence of its original director didn't stop the rapid decline of the quality . death wish 3 begins when kersey comes to visit an old friend  living in the urban wasteland of east new york  populated by young criminals and people too old or too poor to move out . before the reunion  kersey's friend falls victim to the street gang led by evil fraker ( played by gavan o'herlihy  probably the only noteworthy role in the film ) . kersey decides to avenge his death and slowly prepares for his crusade  while the police inspector shriker ( ed lauter )  ants to use him as a secret weapon in his losing war against the urban crime . bronson  the main asset in this movie  plays the character who is nothing more than an efficient killing machine . although bronson's charisma does help in overcoming some implausibilities ( single man in his 60s and armed with a single pistol manages to wipe out dozens of opponents with superior firepower )  the lack of emotions or bronson's own commitment could be seen in a very few lines spoken in a film . the movie authors were somewhat aware of that emotional shallowness  so they added romantic interest for their hero - public defender played by deborah raffin and conveniently terminated in order to give some more motives for kersey's crusade . on the other hand  emotions are much better played by confronting law-abiding  yet ethnically stereotyped citizens with their daily nemesis of street punks - ruthless enough to exercise their reign of terror on the entire city blocks  and stupid enough to be killed in droves by kersey . unfortunately  michael winner doesn't know how to work out the plot  and after torturing the viewers with mostly uninteresting characters and cliched and formulaic situations  ends this movie with a bang . the big showdown at the end - that turns east new york into the sarajevo-like battle zone - is probably the worst part of the movie  because of the poor editing and the cheap sets and props that give away the low budget . in short  this movie could be recommended only to the most fanatical charles bronson fans or for the people who are already desperate for 1980s nostalgia . ( special note for trekkies : marina sirtis  the actress who played counsellor deanna troi in star trek : the next generation could be spotted in a small role of portorican wife ) . 
",0
